year,state,state_po,state_fips,state_cen,state_ic,candidate,party,writein,candidatevotes,totalvotes
1984,Connecticut,CT,9,16,1,"Serrette, Dennis",alliance,FALSE,1374,1466900
1984,Connecticut,CT,9,16,1,Other,,FALSE,226,1466900
1984,Delaware,DE,10,51,11,"Reagan, Ronald",republican,FALSE,152190,254572
1984,Delaware,DE,10,51,11,"Mondale, Walter",democrat,FALSE,101656,254572
1984,Delaware,DE,10,51,11,"Dennis, Delmar",american,FALSE,269,254572
1984,Delaware,DE,10,51,11,"Bergland, David",libertarian,FALSE,268,254572
1984,Delaware,DE,10,51,11,"Johnson, Sonia",citizens,FALSE,121,254572
1984,Delaware,DE,10,51,11,"Serrette, Dennis",alliance,FALSE,68,254572
1984,District of Columbia,DC,11,53,55,"Mondale, Walter",democrat,FALSE,180408,211288
1984,District of Columbia,DC,11,53,55,"Reagan, Ronald",republican,FALSE,29009,211288
1984,District of Columbia,DC,11,53,55,Other,,FALSE,809,211288
1984,District of Columbia,DC,11,53,55,"Bergland, David",libertarian,FALSE,279,211288
1984,District of Columbia,DC,11,53,55,"Hall, Gus",communist party use,FALSE,257,211288
1984,District of Columbia,DC,11,53,55,"Serrette, Dennis",alliance,FALSE,165,211288
1984,District of Columbia,DC,11,53,55,"Larouche, Lyndon, Jr.",independent,FALSE,127,211288
1984,District of Columbia,DC,11,53,55,"Mason, Melvin",socialist workers,FALSE,127,211288
1984,District of Columbia,DC,11,53,55,"Holmes, Larry",workers world,FALSE,107,211288
1984,Florida,FL,12,59,43,"Reagan, Ronald",republican,FALSE,2730350,4180051
1984,Florida,FL,12,59,43,"Mondale, Walter",democrat,FALSE,1448816,4180051
1984,Florida,FL,12,59,43,Other,,FALSE,885,4180051
1984,Georgia,GA,13,58,44,"Reagan, Ronald",republican,FALSE,1068722,1776103
1984,Georgia,GA,13,58,44,"Mondale, Walter",democrat,FALSE,706628,1776103
1984,Georgia,GA,13,58,44,Other,,FALSE,753,1776103
1984,Hawaii,HI,15,95,82,"Reagan, Ronald",republican,FALSE,185050,335846
1984,Hawaii,HI,15,95,82,"Mondale, Walter",democrat,FALSE,147154,335846
1984,Hawaii,HI,15,95,82,"Bergland, David",libertarian,FALSE,2167,335846
1984,Hawaii,HI,15,95,82,"Hall, Gus",communist party use,FALSE,821,335846
1984,Hawaii,HI,15,95,82,"Larouche, Lyndon, Jr.",independent,FALSE,654,335846
1984,Idaho,ID,16,82,63,"Reagan, Ronald",republican,FALSE,297523,411144
1984,Idaho,ID,16,82,63,"Mondale, Walter",democrat,FALSE,108510,411144
1984,Idaho,ID,16,82,63,"Bergland, David",libertarian,FALSE,2823,411144
1984,Idaho,ID,16,82,63,"Richards, Bob",populist,FALSE,2288,411144
1984,Illinois,IL,17,33,21,"Reagan, Ronald",republican,FALSE,2707103,4819088
1984,Illinois,IL,17,33,21,"Mondale, Walter",democrat,FALSE,2086499,4819088
1984,Illinois,IL,17,33,21,"Bergland, David",libertarian,FALSE,10086,4819088
1984,Illinois,IL,17,33,21,"Hall, Gus",communist party use,FALSE,4672,4819088
1984,Illinois,IL,17,33,21,"Johnson, Sonia",citizens,FALSE,2716,4819088
1984,Illinois,IL,17,33,21,"Winn, Edward",workers league,FALSE,2632,4819088
1984,Illinois,IL,17,33,21,"Serrette, Dennis",alliance,FALSE,2386,4819088
1984,Illinois,IL,17,33,21,"Mason, Melvin",socialist workers,FALSE,2132,4819088
1984,Illinois,IL,17,33,21,Other,,FALSE,862,4819088
1984,Indiana,IN,18,32,22,"Reagan, Ronald",republican,FALSE,1377230,2233069
1984,Indiana,IN,18,32,22,"Mondale, Walter",democrat,FALSE,841481,2233069
1984,Indiana,IN,18,32,22,"Dennis, Delmar",american,FALSE,7617,2233069
1984,Indiana,IN,18,32,22,"Bergland, David",libertarian,FALSE,6741,2233069
1984,Iowa,IA,19,42,31,"Reagan, Ronald",republican,FALSE,703088,1319805
1984,Iowa,IA,19,42,31,"Mondale, Walter",democrat,FALSE,605620,1319805
1984,Iowa,IA,19,42,31,"Larouche, Lyndon, Jr.",independent,FALSE,6248,1319805
1984,Iowa,IA,19,42,31,"Bergland, David",libertarian,FALSE,1844,1319805
1984,Iowa,IA,19,42,31,Other,,FALSE,1051,1319805
1984,Iowa,IA,19,42,31,"Baker, Gerald",big deal party,FALSE,892,1319805
1984,Iowa,IA,19,42,31,"Serrette, Dennis",alliance,FALSE,463,1319805
1984,Iowa,IA,19,42,31,"Mason, Melvin",socialist workers,FALSE,313,1319805
1984,Iowa,IA,19,42,31,"Hall, Gus",communist party use,FALSE,286,1319805
1984,Kansas,KS,20,47,32,"Reagan, Ronald",republican,FALSE,677296,1021991
1984,Kansas,KS,20,47,32,"Mondale, Walter",democrat,FALSE,333149,1021991
1984,Kansas,KS,20,47,32,"Richards, Bob",populist,FALSE,3564,1021991
1984,Kansas,KS,20,47,32,"Bergland, David",libertarian,FALSE,3329,1021991
1984,Kansas,KS,20,47,32,"Serrette, Dennis",alliance,FALSE,2544,1021991
1984,Kansas,KS,20,47,32,"Dodge, Earl",prohibition,FALSE,2109,1021991
1984,Kentucky,KY,21,61,51,"Reagan, Ronald",republican,FALSE,821702,1369345
1984,Kentucky,KY,21,61,51,"Mondale, Walter",democrat,FALSE,539539,1369345
1984,Kentucky,KY,21,61,51,"Mason, Melvin",socialist workers,FALSE,3129,1369345
1984,Kentucky,KY,21,61,51,"Larouche, Lyndon, Jr.",independent,FALSE,1776,1369345
1984,Kentucky,KY,21,61,51,"Anderson, John B.",national unity,FALSE,1479,1369345
1984,Kentucky,KY,21,61,51,"Johnson, Sonia",citizens,FALSE,599,1369345
1984,Kentucky,KY,21,61,51,"Dennis, Delmar",american,FALSE,428,1369345
1984,Kentucky,KY,21,61,51,"Serrette, Dennis",alliance,FALSE,365,1369345
1984,Kentucky,KY,21,61,51,"Hall, Gus",communist party use,FALSE,328,1369345
1984,Louisiana,LA,22,72,45,"Reagan, Ronald",republican,FALSE,1037299,1706822
1984,Louisiana,LA,22,72,45,"Mondale, Walter",democrat,FALSE,651586,1706822
1984,Louisiana,LA,22,72,45,"Johnson, Sonia",citizens,FALSE,9502,1706822
1984,Louisiana,LA,22,72,45,"Larouche, Lyndon, Jr.",independent,FALSE,3552,1706822
1984,Louisiana,LA,22,72,45,"Bergland, David",libertarian,FALSE,1876,1706822
1984,Louisiana,LA,22,72,45,"Richards, Bob",populist,FALSE,1310,1706822
1984,Louisiana,LA,22,72,45,"Mason, Melvin",socialist workers,FALSE,1164,1706822
1984,Louisiana,LA,22,72,45,"Serrette, Dennis",alliance,FALSE,533,1706822
1984,Maine,ME,23,11,2,"Reagan, Ronald",republican,FALSE,336500,553144
1984,Maine,ME,23,11,2,"Mondale, Walter",democrat,FALSE,214515,553144
1984,Maine,ME,23,11,2,"Hall, Gus",communist party use,FALSE,1292,553144
1984,Maine,ME,23,11,2,"Serrette, Dennis",alliance,FALSE,755,553144
1984,Maine,ME,23,11,2,Other,,FALSE,82,553144
1984,Maryland,MD,24,52,52,"Reagan, Ronald",republican,FALSE,879918,1675873
1984,Maryland,MD,24,52,52,"Mondale, Walter",democrat,FALSE,787935,1675873
1984,Maryland,MD,24,52,52,"Bergland, David",libertarian,FALSE,5721,1675873
1984,Maryland,MD,24,52,52,"Hall, Gus",communist party use,FALSE,898,1675873
1984,Maryland,MD,24,52,52,"Holmes, Larry",workers world,FALSE,745,1675873
1984,Maryland,MD,24,52,52,"Serrette, Dennis",alliance,FALSE,656,1675873
1984,Massachusetts,MA,25,14,3,"Reagan, Ronald",republican,FALSE,1310936,2559383
1984,Massachusetts,MA,25,14,3,"Mondale, Walter",democrat,FALSE,1239606,2559383
1984,Massachusetts,MA,25,14,3,"Serrette, Dennis",alliance,FALSE,7998,2559383
1984,Massachusetts,MA,25,14,3,Other,,FALSE,843,2559383
1984,Michigan,MI,26,34,23,"Reagan, Ronald",republican,FALSE,2251571,3801658
1984,Michigan,MI,26,34,23,"Mondale, Walter",democrat,FALSE,1529638,3801658
1984,Michigan,MI,26,34,23,"Bergland, David",libertarian,FALSE,10055,3801658
1984,Michigan,MI,26,34,23,"Larouche, Lyndon, Jr.",independent,FALSE,3862,3801658
1984,Michigan,MI,26,34,23,"Holmes, Larry",workers world,FALSE,1416,3801658
1984,Michigan,MI,26,34,23,"Johnson, Sonia",citizens,FALSE,1191,3801658
1984,Michigan,MI,26,34,23,"Mason, Melvin",socialist workers,FALSE,1049,3801658
1984,Michigan,MI,26,34,23,"Hall, Gus",communist party use,FALSE,1048,3801658
1984,Michigan,MI,26,34,23,"Serrette, Dennis",alliance,FALSE,665,3801658
1984,Michigan,MI,26,34,23,Other,,FALSE,602,3801658
1984,Michigan,MI,26,34,23,"Winn, Edward",workers league,FALSE,561,3801658
1984,Minnesota,MN,27,41,33,"Mondale, Walter",democrat,FALSE,1036364,2084449
1984,Minnesota,MN,27,41,33,"Reagan, Ronald",republican,FALSE,1032603,2084449
1984,Minnesota,MN,27,41,33,"Larouche, Lyndon, Jr.",independent,FALSE,3865,2084449
1984,Minnesota,MN,27,41,33,"Mason, Melvin",socialist workers,FALSE,3180,2084449
1984,Minnesota,MN,27,41,33,"Bergland, David",libertarian,FALSE,2996,2084449
1984,Minnesota,MN,27,41,33,"Richards, Bob",populist,FALSE,2377,2084449
1984,Minnesota,MN,27,41,33,"Johnson, Sonia",citizens,FALSE,1219,2084449
1984,Minnesota,MN,27,41,33,Other,,FALSE,723,2084449
1984,Minnesota,MN,27,41,33,"Hall, Gus",communist party use,FALSE,630,2084449
1984,Minnesota,MN,27,41,33,"Winn, Edward",workers league,FALSE,260,2084449
1984,Minnesota,MN,27,41,33,"Serrette, Dennis",alliance,FALSE,232,2084449
1984,Mississippi,MS,28,64,46,"Reagan, Ronald",republican,FALSE,582377,941104
1984,Mississippi,MS,28,64,46,"Mondale, Walter",democrat,FALSE,352192,941104
1984,Mississippi,MS,28,64,46,"Bergland, David",libertarian,FALSE,2336,941104
1984,Mississippi,MS,28,64,46,"Holmes, Larry",workers world,FALSE,1169,941104
1984,Mississippi,MS,28,64,46,"Mason, Melvin",socialist workers,FALSE,1032,941104
1984,Mississippi,MS,28,64,46,"Larouche, Lyndon, Jr.",independent,FALSE,1001,941104
1984,Mississippi,MS,28,64,46,"Richards, Bob",populist,FALSE,641,941104
1984,Mississippi,MS,28,64,46,"Serrette, Dennis",alliance,FALSE,356,941104
1984,Missouri,MO,29,43,34,"Reagan, Ronald",republican,FALSE,1274188,2122771
1984,Missouri,MO,29,43,34,"Mondale, Walter",democrat,FALSE,848583,2122771
1984,Montana,MT,30,81,64,"Reagan, Ronald",republican,FALSE,232450,384377
1984,Montana,MT,30,81,64,"Mondale, Walter",democrat,FALSE,146742,384377
1984,Montana,MT,30,81,64,"Bergland, David",libertarian,FALSE,5185,384377
1984,Nebraska,NE,31,46,35,"Reagan, Ronald",republican,FALSE,460054,652090
1984,Nebraska,NE,31,46,35,"Mondale, Walter",democrat,FALSE,187866,652090
1984,Nebraska,NE,31,46,35,"Bergland, David",libertarian,FALSE,2079,652090
1984,Nebraska,NE,31,46,35,"Mason, Melvin",socialist workers,FALSE,1066,652090
1984,Nebraska,NE,31,46,35,"Serrette, Dennis",alliance,FALSE,1025,652090
1984,Nevada,NV,32,88,65,"Reagan, Ronald",republican,FALSE,188770,282717
1984,Nevada,NV,32,88,65,"Mondale, Walter",democrat,FALSE,91655,282717
1984,Nevada,NV,32,88,65,"Bergland, David",libertarian,FALSE,2292,282717
1984,New Hampshire,NH,33,12,4,"Reagan, Ronald",republican,FALSE,267050,388904
1984,New Hampshire,NH,33,12,4,"Mondale, Walter",democrat,FALSE,120347,388904
1984,New Hampshire,NH,33,12,4,"Bergland, David",libertarian,FALSE,735,388904
1984,New Hampshire,NH,33,12,4,"Larouche, Lyndon, Jr.",independent,FALSE,467,388904
1984,New Hampshire,NH,33,12,4,"Serrette, Dennis",alliance,FALSE,305,388904
1984,New Jersey,NJ,34,22,12,"Reagan, Ronald",republican,FALSE,1933630,3217862
1984,New Jersey,NJ,34,22,12,"Mondale, Walter",democrat,FALSE,1261323,3217862
1984,New Jersey,NJ,34,22,12,"Holmes, Larry",workers world,FALSE,8404,3217862
1984,New Jersey,NJ,34,22,12,"Bergland, David",libertarian,FALSE,6416,3217862
1984,New Jersey,NJ,34,22,12,"Serrette, Dennis",alliance,FALSE,2293,3217862
1984,New Jersey,NJ,34,22,12,"Winn, Edward",workers league,FALSE,1721,3217862
1984,New Jersey,NJ,34,22,12,"Hall, Gus",communist party use,FALSE,1564,3217862
1984,New Jersey,NJ,34,22,12,"Mason, Melvin",socialist workers,FALSE,1264,3217862
1984,New Jersey,NJ,34,22,12,"Johnson, Sonia",citizens,FALSE,1247,3217862
1984,New Mexico,NM,35,85,66,"Reagan, Ronald",republican,FALSE,307101,514370
1984,New Mexico,NM,35,85,66,"Mondale, Walter",democrat,FALSE,201769,514370
1984,New Mexico,NM,35,85,66,"Bergland, David",libertarian,FALSE,4459,514370
1984,New Mexico,NM,35,85,66,"Johnson, Sonia",citizens,FALSE,455,514370
1984,New Mexico,NM,35,85,66,"Mason, Melvin",socialist workers,FALSE,224,514370
1984,New Mexico,NM,35,85,66,"Dodge, Earl",prohibition,FALSE,206,514370
1984,New Mexico,NM,35,85,66,"Serrette, Dennis",alliance,FALSE,155,514370
1984,New Mexico,NM,35,85,66,Other,,FALSE,1,514370
1984,New York,NY,36,21,13,"Reagan, Ronald",republican,FALSE,3376519,6806810
1984,New York,NY,36,21,13,"Mondale, Walter",democrat,FALSE,3001285,6806810
1984,New York,NY,36,21,13,"Reagan, Ronald",conservative,FALSE,288244,6806810
1984,New York,NY,36,21,13,"Mondale, Walter",liberal party,FALSE,118324,6806810
1984,New York,NY,36,21,13,"Bergland, David",libertarian,FALSE,11949,6806810
1984,New York,NY,36,21,13,"Hall, Gus",communist party use,FALSE,4226,6806810
1984,New York,NY,36,21,13,"Serrette, Dennis",alliance,FALSE,3200,6806810
1984,New York,NY,36,21,13,"Holmes, Larry",workers world,FALSE,2226,6806810
1984,New York,NY,36,21,13,Other,,FALSE,837,6806810
1984,North Carolina,NC,37,56,47,"Reagan, Ronald",republican,FALSE,1346481,2175361
1984,North Carolina,NC,37,56,47,"Mondale, Walter",democrat,FALSE,824287,2175361
1984,North Carolina,NC,37,56,47,"Bergland, David",libertarian,FALSE,3794,2175361
1984,North Carolina,NC,37,56,47,"Mason, Melvin",socialist workers,FALSE,799,2175361
1984,North Dakota,ND,38,44,36,"Reagan, Ronald",republican,FALSE,200336,308971
1984,North Dakota,ND,38,44,36,"Mondale, Walter",democrat,FALSE,104429,308971
1984,North Dakota,ND,38,44,36,"Larouche, Lyndon, Jr.",independent,FALSE,1278,308971
1984,North Dakota,ND,38,44,36,"Richards, Bob",populist,FALSE,1077,308971
1984,North Dakota,ND,38,44,36,"Bergland, David",libertarian,FALSE,703,308971
1984,North Dakota,ND,38,44,36,"Johnson, Sonia",citizens,FALSE,368,308971
1984,North Dakota,ND,38,44,36,"Mason, Melvin",socialist workers,FALSE,239,308971
1984,North Dakota,ND,38,44,36,"Dodge, Earl",prohibition,FALSE,220,308971
1984,North Dakota,ND,38,44,36,"Hall, Gus",communist party use,FALSE,169,308971
1984,North Dakota,ND,38,44,36,"Serrette, Dennis",alliance,FALSE,152,308971
1984,Ohio,OH,39,31,24,"Reagan, Ronald",republican,FALSE,2678559,4563235
1984,Ohio,OH,39,31,24,"Mondale, Walter",democrat,FALSE,1825440,4563235
1984,Ohio,OH,39,31,24,"Serrette, Dennis",alliance,FALSE,24180,4563235
1984,Ohio,OH,39,31,24,"Larouche, Lyndon, Jr.",independent,FALSE,10693,4563235
1984,Ohio,OH,39,31,24,"Winn, Edward",workers league,FALSE,7130,4563235
1984,Ohio,OH,39,31,24,"Bergland, David",libertarian,FALSE,5886,4563235
1984,Ohio,OH,39,31,24,"Hall, Gus",communist party use,FALSE,4438,4563235
1984,Ohio,OH,39,31,24,"Mason, Melvin",socialist workers,FALSE,4344,4563235
1984,Ohio,OH,39,31,24,"Holmes, Larry",workers world,FALSE,2565,4563235
1984,Oklahoma,OK,40,73,53,"Reagan, Ronald",republican,FALSE,861530,1255676
1984,Oklahoma,OK,40,73,53,"Mondale, Walter",democrat,FALSE,385080,1255676
1984,Oklahoma,OK,40,73,53,"Bergland, David",libertarian,FALSE,9066,1255676
1984,Oregon,OR,41,92,72,"Reagan, Ronald",republican,FALSE,685700,1226527
1984,Oregon,OR,41,92,72,"Mondale, Walter",democrat,FALSE,536479,1226527
1984,Oregon,OR,41,92,72,Other,,FALSE,4348,1226527
1984,Pennsylvania,PA,42,23,14,"Reagan, Ronald",republican,FALSE,2584323,4844903
1984,Pennsylvania,PA,42,23,14,"Mondale, Walter",democrat,FALSE,2228131,4844903
1984,Pennsylvania,PA,42,23,14,"Johnson, Sonia",citizens,FALSE,21628,4844903
1984,Pennsylvania,PA,42,23,14,"Bergland, David",libertarian,FALSE,6982,4844903
1984,Pennsylvania,PA,42,23,14,"Winn, Edward",workers league,FALSE,2059,4844903
1984,Pennsylvania,PA,42,23,14,"Hall, Gus",communist party use,FALSE,1780,4844903
1984,Rhode Island,RI,44,15,5,"Reagan, Ronald",republican,FALSE,212080,410489
1984,Rhode Island,RI,44,15,5,"Mondale, Walter",democrat,FALSE,197106,410489
1984,Rhode Island,RI,44,15,5,"Richards, Bob",populist,FALSE,510,410489
1984,Rhode Island,RI,44,15,5,"Bergland, David",libertarian,FALSE,277,410489
1984,Rhode Island,RI,44,15,5,"Johnson, Sonia",citizens,FALSE,240,410489
1984,Rhode Island,RI,44,15,5,"Holmes, Larry",workers world,FALSE,91,410489
1984,Rhode Island,RI,44,15,5,"Hall, Gus",communist party use,FALSE,75,410489
1984,Rhode Island,RI,44,15,5,"Mason, Melvin",socialist workers,FALSE,61,410489
1984,Rhode Island,RI,44,15,5,"Serrette, Dennis",alliance,FALSE,49,410489
1984,South Carolina,SC,45,57,48,"Reagan, Ronald",republican,FALSE,615539,968529
1984,South Carolina,SC,45,57,48,"Mondale, Walter",democrat,FALSE,344459,968529
1984,South Carolina,SC,45,57,48,"Bergland, David",libertarian,FALSE,4359,968529
1984,South Carolina,SC,45,57,48,"Dennis, Delmar",american,FALSE,3490,968529
1984,South Carolina,SC,45,57,48,"Serrette, Dennis",alliance,FALSE,682,968529
1984,South Dakota,SD,46,45,37,"Reagan, Ronald",republican,FALSE,200267,317867
1984,South Dakota,SD,46,45,37,"Mondale, Walter",democrat,FALSE,116113,317867
1984,South Dakota,SD,46,45,37,"Serrette, Dennis",alliance,FALSE,1150,317867
1984,South Dakota,SD,46,45,37,"Mason, Melvin",socialist workers,FALSE,337,317867
1984,Tennessee,TN,47,62,54,"Reagan, Ronald",republican,FALSE,990212,1711993
1984,Tennessee,TN,47,62,54,"Mondale, Walter",democrat,FALSE,711714,1711993
1984,Tennessee,TN,47,62,54,"Bergland, David",libertarian,FALSE,3072,1711993
1984,Tennessee,TN,47,62,54,"Larouche, Lyndon, Jr.",independent,FALSE,1852,1711993
1984,Tennessee,TN,47,62,54,"Richards, Bob",populist,FALSE,1763,1711993
1984,Tennessee,TN,47,62,54,"Hall, Gus",communist party use,FALSE,1036,1711993
1984,Tennessee,TN,47,62,54,"Johnson, Sonia",citizens,FALSE,978,1711993
1984,Tennessee,TN,47,62,54,"Mason, Melvin",socialist workers,FALSE,715,1711993
1984,Tennessee,TN,47,62,54,"Serrette, Dennis",alliance,FALSE,524,1711993
1984,Tennessee,TN,47,62,54,Other,,FALSE,127,1711993
1984,Texas,TX,48,74,49,"Reagan, Ronald",republican,FALSE,3433428,5397571
1984,Texas,TX,48,74,49,"Mondale, Walter",democrat,FALSE,1949276,5397571
1984,Texas,TX,48,74,49,"Larouche, Lyndon, Jr.",independent,FALSE,14613,5397571
1984,Texas,TX,48,74,49,Other,,FALSE,254,5397571
1984,Utah,UT,49,87,67,"Reagan, Ronald",republican,FALSE,469105,629656
1984,Utah,UT,49,87,67,"Mondale, Walter",democrat,FALSE,155369,629656
1984,Utah,UT,49,87,67,"Bergland, David",libertarian,FALSE,2447,629656
1984,Utah,UT,49,87,67,"Dennis, Delmar",american,FALSE,1345,629656
1984,Utah,UT,49,87,67,"Johnson, Sonia",citizens,FALSE,844,629656
1984,Utah,UT,49,87,67,"Serrette, Dennis",alliance,FALSE,220,629656
1984,Utah,UT,49,87,67,"Hall, Gus",communist party use,FALSE,184,629656
1984,Utah,UT,49,87,67,"Mason, Melvin",socialist workers,FALSE,142,629656
1984,Vermont,VT,50,13,6,"Reagan, Ronald",republican,FALSE,135865,234561
1984,Vermont,VT,50,13,6,"Mondale, Walter",democrat,FALSE,95730,234561
1984,Vermont,VT,50,13,6,"Bergland, David",libertarian,FALSE,1002,234561
1984,Vermont,VT,50,13,6,Other,,FALSE,712,234561
1984,Vermont,VT,50,13,6,"Larouche, Lyndon, Jr.",independent,FALSE,423,234561
1984,Vermont,VT,50,13,6,"Serrette, Dennis",alliance,FALSE,323,234561
1984,Vermont,VT,50,13,6,"Johnson, Sonia",citizens,FALSE,264,234561
1984,Vermont,VT,50,13,6,"Mason, Melvin",socialist workers,FALSE,127,234561
1984,Vermont,VT,50,13,6,"Hall, Gus",communist party use,FALSE,115,234561
1984,Virginia,VA,51,54,40,"Reagan, Ronald",republican,FALSE,1337078,2146635
1984,Virginia,VA,51,54,40,"Mondale, Walter",democrat,FALSE,796250,2146635
1984,Virginia,VA,51,54,40,"Larouche, Lyndon, Jr.",independent,FALSE,13307,2146635
1984,Washington,WA,53,91,73,"Reagan, Ronald",republican,FALSE,1051670,1874910
1984,Washington,WA,53,91,73,"Mondale, Walter",democrat,FALSE,798352,1874910
1984,Washington,WA,53,91,73,"Bergland, David",libertarian,FALSE,8844,1874910
1984,Washington,WA,53,91,73,"Richards, Bob",populist,FALSE,5724,1874910
1984,Washington,WA,53,91,73,"Larouche, Lyndon, Jr.",independent,FALSE,4712,1874910
1984,Washington,WA,53,91,73,"Johnson, Sonia",citizens,FALSE,1891,1874910
1984,Washington,WA,53,91,73,"Serrette, Dennis",alliance,FALSE,1654,1874910
1984,Washington,WA,53,91,73,"Hall, Gus",communist party use,FALSE,814,1874910
1984,Washington,WA,53,91,73,"Holmes, Larry",workers world,FALSE,641,1874910
1984,Washington,WA,53,91,73,"Mason, Melvin",socialist workers,FALSE,608,1874910
1984,West Virginia,WV,54,55,56,"Reagan, Ronald",republican,FALSE,405483,735742
1984,West Virginia,WV,54,55,56,"Mondale, Walter",democrat,FALSE,328125,735742
1984,West Virginia,WV,54,55,56,"Richards, Bob",populist,FALSE,996,735742
1984,West Virginia,WV,54,55,56,"Mason, Melvin",socialist workers,FALSE,645,735742
1984,West Virginia,WV,54,55,56,"Serrette, Dennis",alliance,FALSE,493,735742
1984,Wisconsin,WI,55,35,25,"Reagan, Ronald",republican,FALSE,1198584,2211689
1984,Wisconsin,WI,55,35,25,"Mondale, Walter",democrat,FALSE,995740,2211689
1984,Wisconsin,WI,55,35,25,"Bergland, David",libertarian,FALSE,4883,2211689
1984,Wisconsin,WI,55,35,25,"Richards, Bob",populist,FALSE,3864,2211689
1984,Wisconsin,WI,55,35,25,"Larouche, Lyndon, Jr.",independent,FALSE,3791,2211689
1984,Wisconsin,WI,55,35,25,"Johnson, Sonia",citizens,FALSE,1456,2211689
1984,Wisconsin,WI,55,35,25,"Serrette, Dennis",alliance,FALSE,1006,2211689
1984,Wisconsin,WI,55,35,25,Other,,FALSE,706,2211689
1984,Wisconsin,WI,55,35,25,"Holmes, Larry",workers world,FALSE,619,2211689
1984,Wisconsin,WI,55,35,25,"Hall, Gus",communist party use,FALSE,596,2211689
1984,Wisconsin,WI,55,35,25,"Mason, Melvin",socialist workers,FALSE,444,2211689
1984,Wyoming,WY,56,83,68,"Reagan, Ronald",republican,FALSE,133241,188968
1984,Wyoming,WY,56,83,68,"Mondale, Walter",democrat,FALSE,53370,188968
1984,Wyoming,WY,56,83,68,"Bergland, David",libertarian,FALSE,2357,188968
1988,Alabama,AL,1,63,41,"Bush, George H.W.",republican,FALSE,815576,1378476
1988,Alabama,AL,1,63,41,"Dukakis, Michael",democrat,FALSE,549506,1378476
1988,Alabama,AL,1,63,41,"Paul, Ronald """"Ron""""",libertarian,FALSE,8460,1378476
1988,Alabama,AL,1,63,41,"Winn, Edward",independent,FALSE,4428,1378476
1988,Alabama,AL,1,63,41,,,TRUE,506,1378476
1988,Alaska,AK,2,94,81,"Bush, George H.W.",republican,FALSE,119251,200116
1988,Alaska,AK,2,94,81,"Dukakis, Michael",democrat,FALSE,72584,200116
1988,Alaska,AK,2,94,81,"Paul, Ronald """"Ron""""",libertarian,FALSE,5484,200116
1988,Alaska,AK,2,94,81,"Fulani, Lenora",new alliance,FALSE,1024,200116
1988,Alaska,AK,2,94,81,,,TRUE,957,200116
1988,Alaska,AK,2,94,81,"Larouche, Lyndon, Jr.",national economic recovery,FALSE,816,200116
1988,Arizona,AZ,4,86,61,"Bush, George H.W.",republican,FALSE,702541,1171873
1988,Arizona,AZ,4,86,61,"Dukakis, Michael",democrat,FALSE,454029,1171873
1988,Arizona,AZ,4,86,61,"Paul, Ronald """"Ron""""",libertarian,FALSE,13351,1171873
1988,Arizona,AZ,4,86,61,"Fulani, Lenora",new alliance,FALSE,1662,1171873
1988,Arizona,AZ,4,86,61,,,TRUE,290,1171873
1988,Arkansas,AR,5,71,42,"Bush, George H.W.",republican,FALSE,466578,827738
1988,Arkansas,AR,5,71,42,"Dukakis, Michael",democrat,FALSE,349237,827738
1988,Arkansas,AR,5,71,42,"Dodge, Earl",populist,FALSE,5146,827738
1988,Arkansas,AR,5,71,42,"Paul, Ronald """"Ron""""",libertarian,FALSE,3297,827738
1988,Arkansas,AR,5,71,42,"Fulani, Lenora",new alliance,FALSE,2161,827738
1988,Arkansas,AR,5,71,42,"Dodge, Earl",prohibition,FALSE,1319,827738
1988,California,CA,6,93,71,"Bush, George H.W.",republican,FALSE,5054917,9887065
1988,California,CA,6,93,71,"Dukakis, Michael",democrat,FALSE,4702233,9887065
1988,California,CA,6,93,71,"Paul, Ronald """"Ron""""",libertarian,FALSE,70105,9887065
1988,California,CA,6,93,71,"Fulani, Lenora",independent,FALSE,58999,9887065
1988,California,CA,6,93,71,,,TRUE,811,9887065
1988,Colorado,CO,8,84,62,"Bush, George H.W.",republican,FALSE,728177,1372394
1988,Colorado,CO,8,84,62,"Dukakis, Michael",democrat,FALSE,621453,1372394
1988,Colorado,CO,8,84,62,"Paul, Ronald """"Ron""""",libertarian,FALSE,15482,1372394
1988,Colorado,CO,8,84,62,"Dodge, Earl",prohibition,FALSE,4604,1372394
1988,Colorado,CO,8,84,62,"Fulani, Lenora",new alliance,FALSE,2539,1372394
1988,Colorado,CO,8,84,62,,,TRUE,139,1372394
1988,Connecticut,CT,9,16,1,"Bush, George H.W.",republican,FALSE,750241,1443394
1988,Connecticut,CT,9,16,1,"Dukakis, Michael",democrat,FALSE,676584,1443394
1988,Connecticut,CT,9,16,1,"Paul, Ronald """"Ron""""",libertarian,FALSE,14071,1443394
1988,Connecticut,CT,9,16,1,"Fulani, Lenora",new alliance,FALSE,2491,1443394
1988,Connecticut,CT,9,16,1,,,TRUE,7,1443394
1988,Delaware,DE,10,51,11,"Bush, George H.W.",republican,FALSE,139639,249891
1988,Delaware,DE,10,51,11,"Dukakis, Michael",democrat,FALSE,108647,249891
1988,Delaware,DE,10,51,11,"Paul, Ronald """"Ron""""",libertarian,FALSE,1162,249891
1988,Delaware,DE,10,51,11,"Fulani, Lenora",new alliance,FALSE,443,249891
1988,District of Columbia,DC,11,53,55,"Dukakis, Michael",democrat,FALSE,159407,192877
